record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
HVC-LAB-W20-XHTTP-RELAY-FASTLY-67CDAC97,n/a,HVC-LAB-20-wave20-xhttp-relay-fastly,luminet-baseline-d73453f,daemon-labs,xhttp relay fastly lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/xhttp_relay_fastly.go,67cdac97866959d6966c43afb388377e211606c6014a7d54dc8cd60e9f15e5b6,NewXHTTPRelayFastlyConfig;XHTTPRelayAllowedMethod;XHTTPRelayAllowedMethods;XHTTPRelayFastlyConfig;XHTTPRelayFastlyConfig.GetPublicRelayPath;XHTTPRelayFastlyConfig.GetRelayPath;XHTTPRelayFastlyConfig.GetTargetBase;XHTTPRelayFastlyConfig.GetTargetHostname;XHTTPRelayFastlyConfig.SetPublicRelayPath;XHTTPRelayFastlyConfig.SetRelayPath;XHTTPRelayFastlyConfig.SetTargetBase;XHTTPRelayFastlyConfig.SetTargetHostname;XHTTPRelayIsAllowedPath;XHTTPRelayMapPath;XHTTPRelayNormalizePath;XHTTPRelayResponseCacheHeaders;XHTTPRelayStrippedResponseHeaders,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/xhttp_relay_fastly.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-XHTTP-RELAY-VERCEL-ECO-A1025116,n/a,HVC-LAB-20-wave20-xhttp-relay-vercel-eco,luminet-baseline-d73453f,daemon-labs,xhttp relay vercel eco lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/xhttp_relay_vercel_eco.go,a1025116a6174ae1bcd539bb56eec4c85cd141e4f1ea6ea235a2c903aee1ca32,NewXHTTPRelayVercelEco;XHTTPRelayVercelEco;XHTTPRelayVercelEco.Relay;XHTTPRelayVercelEco.ServeHTTP;XHTTPRelayVercelEco.ThrottledCopy,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/xhttp_relay_vercel_eco.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W20-XTLS-VISION-D71983A0,n/a,HVC-LAB-20-wave20-xtls-vision,luminet-baseline-d73453f,daemon-labs,xtls vision lab capability,standalone source unit,executable-behaviour/reference implementation,standalone,server/internal/proxy/xtls_vision.go,d71983a0187073aaa5e7c9bad913f42010238b3d899e3b0d1ffccc3c1dcea0c4,NewXTLSVisionConn;XTLSVisionConn;XTLSVisionConn.IsDirect;XTLSVisionConn.Read;XTLSVisionDialAndSplice;XTLSVisionDirect;XTLSVisionScanning;XTLSVisionSplice;XTLSVisionState,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/xtls_vision.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,statically-validated
HVC-LAB-W21-BEGZAR-22CD145A,n/a,HVC-LAB-21-component-begzar,luminet-baseline-d73453f,daemon-labs,begzar lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/begzar.go,22cd145a8a22e50c4d16f64dc6e4a8c86f89cd3c0291a60f7dd2f3de1114b20d,BegzarAppWrapper;BegzarAppWrapper.StartTunnel;NewBegzarAppWrapper,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/begzar.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-CF-WORKER-TROJAN-7B0C7734,n/a,HVC-LAB-21-component-cf_worker_trojan,luminet-baseline-d73453f,daemon-labs,cf worker trojan lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/cf_worker_trojan.go,7b0c7734348373d997f408feae049356fd6a2177b9cf28a1d977b961fa589049,CFWorkerTrojanConfig;CFWorkerTrojanConfig.GetPassword;CFWorkerTrojanConfig.SetPassword;GenerateTrojanWorkerURL,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/cf_worker_trojan.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/cf_worker_url_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-CF-WORKER-URL-9E0AC754,n/a,HVC-LAB-21-component-cf_worker_trojan,luminet-baseline-d73453f,daemon-labs,cf worker url lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/cf_worker_url.go,9e0ac7549b559149807718519080d7fb40d214987eaa118c21b8218166a7cfeb,package-level implementation,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/cf_worker_url.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/cf_worker_url_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-CF-WORKER-VLESS-317F320A,n/a,HVC-LAB-21-component-cf_worker_trojan,luminet-baseline-d73453f,daemon-labs,cf worker vless lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/cf_worker_vless.go,317f320a43750051d04f8a7a8419f6ad572e4076577bc22a467f3a96762d5e92,CFWorkerVlessConfig;CFWorkerVlessConfig.GetUserUUID;CFWorkerVlessConfig.SetUserUUID;GenerateVlessWorkerURL,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/cf_worker_vless.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/cf_worker_url_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-CLASH-WORKER-AA309560,n/a,HVC-LAB-21-component-clash_worker,luminet-baseline-d73453f,daemon-labs,clash worker lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/clash_worker.go,aa3095608c701b1e2ffefa9b4f6d2b51b138f5342c99d15d5640191a09d65afa,ClashDNS;ClashGroup;ClashProxy;ClashProxy.GetAlterID;ClashProxy.GetCipher;ClashProxy.GetMerged;ClashProxy.GetName;ClashProxy.GetNetwork;ClashProxy.GetPort;ClashProxy.GetProvider;ClashProxy.GetServer;ClashProxy.GetServerName;ClashProxy.GetSkipCertVerify;ClashProxy.GetTLS;ClashProxy.GetType;ClashProxy.GetUUID;ClashProxy.GetWsHeaders;ClashProxy.GetWsPath;ClashProxy.SetAlterID;ClashProxy.SetCipher;ClashProxy.SetMerged;ClashProxy.SetName;ClashProxy.SetNetwork;ClashProxy.SetPort;ClashProxy.SetProvider;ClashProxy.SetServer;ClashProxy.SetServerName;ClashProxy.SetSkipCertVerify;ClashProxy.SetTLS;ClashProxy.SetType;ClashProxy.SetUUID;ClashProxy.SetWsHeaders;ClashProxy.SetWsPath;ClashWorker;ClashWorker.AddCleanIP;ClashWorker.AddConfigProvider;ClashWorker.AddDnsNameserver;ClashWorker.AddOperator;ClashWorker.AddProxy;ClashWorker.AddProxyGroup;ClashWorker.AddRule;ClashWorker.AddSelectedProvider;ClashWorker.AddSelectedType;ClashWorker.Aggregate;ClashWorker.ClearCleanIPs;ClashWorker.ClearConfigProviders;ClashWorker.ClearProxies;ClashWorker.ClearProxyGroups;ClashWorker.ClearRules;ClashWorker.ClearSelectedProviders;ClashWorker.ClearSelectedTypes;ClashWorker.FetchCleanIPs;ClashWorker.FilterConfigs;ClashWorker.GenerateFallbackGroup;ClashWorker.GenerateLoadBalanceChGroup;ClashWorker.GenerateLoadBalanceRrGroup;ClashWorker.GenerateUrlTestGroup;ClashWorker.GetAllowLan;ClashWorker.GetCleanIPs;ClashWorker.GetConfigProviders;ClashWorker.GetDnsEnabled;ClashWorker.GetDnsEnhancedMode;ClashWorker.GetDnsIpv6;ClashWorker.GetDnsNameservers;ClashWorker.GetExternalController;ClashWorker.GetIncludeOriginal;ClashWorker.GetIpProviderLink;ClashWorker.GetLogLevel;ClashWorker.GetMaxConfigs;ClashWorker.GetMode;ClashWorker.GetOnlyOriginal;ClashWorker.GetOperators;ClashWorker.GetPort;ClashWorker.GetProxies;ClashWorker.GetProxyGroups;ClashWorker.GetRules;ClashWorker.GetSelectedProviders;ClashWorker.GetSelectedTypes;ClashWorker.GetSocksPort;ClashWorker.MixClashConfig;ClashWorker.RemoveCleanIP;ClashWorker.RemoveConfigProvider;ClashWorker.RemoveDnsNameserver;ClashWorker.RemoveOperator;ClashWorker.RemoveProxy;ClashWorker.RemoveProxyGroup;ClashWorker.RemoveRule;ClashWorker.RemoveSelectedProvider;ClashWorker.RemoveSelectedType;ClashWorker.SetAllowLan;ClashWorker.SetCleanIPs;ClashWorker.SetConfigProviders;ClashWorker.SetDnsEnabled;ClashWorker.SetDnsEnhancedMode;ClashWorker.SetDnsIpv6;ClashWorker.SetDnsNameservers;ClashWorker.SetExternalController;ClashWorker.SetIncludeOriginal;ClashWorker.SetIpProviderLink;ClashWorker.SetLogLevel;ClashWorker.SetMaxConfigs;ClashWorker.SetMode;ClashWorker.SetOnlyOriginal;ClashWorker.SetOperators;ClashWorker.SetPort;ClashWorker.SetProxies;ClashWorker.SetProxyGroups;ClashWorker.SetRules;ClashWorker.SetSelectedProviders;ClashWorker.SetSelectedTypes;ClashWorker.SetSocksPort;ClashWorker.ToClashYaml;ClashWorker.ValidateCipher;ClashWorker.ValidateUuid;CleanIP;NewClashWorker,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/clash_worker.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-GC-TUNING-48769398,n/a,HVC-LAB-21-component-gc_tuning,luminet-baseline-d73453f,daemon-labs,gc tuning lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/gc_tuning.go,48769398f4d45fafcd7d86b5d789b74cee02b6711d8590be61dbb96f25d98728,TuneGC,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/gc_tuning.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-GC-TUNING-LINUX-923E0876,n/a,HVC-LAB-21-component-gc_tuning,luminet-baseline-d73453f,daemon-labs,gc tuning linux lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/gc_tuning_linux.go,923e0876e8ad1894be2bb36349fa4ef59f7bbd0d98e0f795ad63348128688836,package-level implementation,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/gc_tuning_linux.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-GC-TUNING-OTHER-8DA73EA5,n/a,HVC-LAB-21-component-gc_tuning,luminet-baseline-d73453f,daemon-labs,gc tuning other lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/gc_tuning_other.go,8da73ea54c89ad180a6405f810c317ad666fd149424096eb801f22af6c17281f,package-level implementation,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/gc_tuning_other.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-GC-TUNING-WINDOWS-E7AE2C30,n/a,HVC-LAB-21-component-gc_tuning,luminet-baseline-d73453f,daemon-labs,gc tuning windows lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/gc_tuning_windows.go,e7ae2c307cd7c0db57bf19157b287bf5820f2fb96e0f15ce6014e95c4f90a22a,package-level implementation,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/gc_tuning_windows.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-MANAGED-CONFIG-PROCESS-ABF53799,n/a,HVC-LAB-21-component-managed_config_process,luminet-baseline-d73453f,daemon-labs,managed config process lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/managed_config_process.go,abf53799f8d695e72cf766c5d8733652420be4a65cfd6437ebfb026b1d804b24,package-level implementation,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/managed_config_process.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-MITM-DECRYPTOR-D4BB92B7,n/a,HVC-LAB-21-component-mitm_decryptor,luminet-baseline-d73453f,daemon-labs,mitm decryptor lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/mitm_decryptor.go,d4bb92b70ef8f198bd914e84b20f45a4d0db1211f1be1f3b29e4a0f68d4dd10d,MitmDecryptor;MitmDecryptor.GetCertificate;MitmDecryptor.TLSConfig;NewMitmDecryptor,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/mitm_decryptor.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-MITM-PROXY-92E0AB78,n/a,HVC-LAB-21-component-mitm_decryptor,luminet-baseline-d73453f,daemon-labs,mitm proxy lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/mitm_proxy.go,92e0ab78f6d5cca2bc3bc5011dd16a602c063b8b4497aeca5779f87d8d828389,MitmProxy;MitmProxy.Start;MitmProxy.Stop;NewMitmProxy,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/mitm_proxy.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-NOVA-BACKEND-18F1CA06,n/a,HVC-LAB-21-component-nova_backend,luminet-baseline-d73453f,daemon-labs,nova backend lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/nova_backend.go,18f1ca061e27948a4b9da8e550921d9b8c8895f99237b6e72e2cdf65f3004e5c,NewNovaBackendWrapper;NovaBackendWrapper,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/nova_backend.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-NOVA-PROXY-BD315F89,n/a,HVC-LAB-21-component-nova_proxy,luminet-baseline-d73453f,daemon-labs,nova proxy lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/nova_proxy.go,bd315f89b521a1f15b1e7ac8b3a5075dc2205d8a0b0658addca7aa24c10e4291,NewNovaProxyWrapper;NovaProxyWrapper,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/nova_proxy.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-NOVA-WIZARD-6A2BFCCD,n/a,HVC-LAB-21-component-nova_wizard,luminet-baseline-d73453f,daemon-labs,nova wizard lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/nova_wizard.go,6a2bfccd8a2b11ead0cf0e8310da94440a74b0b251fa296d99f25290ff5a2698,NewNovaWizardWrapper;NovaWizardWrapper;NovaWizardWrapper.AddBypassDomain;NovaWizardWrapper.AddLogMessage;NovaWizardWrapper.AddProxyRoute;NovaWizardWrapper.BindCustomDomainToScript;NovaWizardWrapper.ClearBypassDomains;NovaWizardWrapper.ClearLogMessages;NovaWizardWrapper.ClearProxyRoutes;NovaWizardWrapper.ClearStepStatuses;NovaWizardWrapper.ConfigureDNSOverride;NovaWizardWrapper.DecommissionKVNamespaces;NovaWizardWrapper.DecommissionWorkers;NovaWizardWrapper.DecrementActiveStep;NovaWizardWrapper.Deploy;NovaWizardWrapper.DeployConfigurationProfile;NovaWizardWrapper.ExportWizardState;NovaWizardWrapper.FetchCloudflareAccounts;NovaWizardWrapper.FetchCloudflareZones;NovaWizardWrapper.GetAccountID;NovaWizardWrapper.GetActiveStep;NovaWizardWrapper.GetBypassDomains;NovaWizardWrapper.GetDNSOverride;NovaWizardWrapper.GetLogMessages;NovaWizardWrapper.GetLogMessagesCount;NovaWizardWrapper.GetOAuthToken;NovaWizardWrapper.GetProxyRoutes;NovaWizardWrapper.GetProxyRoutesCount;NovaWizardWrapper.GetRoutingMode;NovaWizardWrapper.GetStepStatus;NovaWizardWrapper.GetStepStatusesCount;NovaWizardWrapper.GetTelemetryStatus;NovaWizardWrapper.GetTotalSteps;NovaWizardWrapper.GetVersion;NovaWizardWrapper.GetWizardMetadata;NovaWizardWrapper.GetZoneID;NovaWizardWrapper.ImportWizardState;NovaWizardWrapper.IncrementActiveStep;NovaWizardWrapper.IsDomainBypassed;NovaWizardWrapper.IsStepCompleted;NovaWizardWrapper.RemoveBypassDomain;NovaWizardWrapper.RemoveProxyRoute;NovaWizardWrapper.ResetWizardPreset;NovaWizardWrapper.RunStep;NovaWizardWrapper.SetAccountID;NovaWizardWrapper.SetActiveStep;NovaWizardWrapper.SetOAuthToken;NovaWizardWrapper.SetRoutingMode;NovaWizardWrapper.SetStepStatus;NovaWizardWrapper.SetTelemetryStatus;NovaWizardWrapper.SetVersion;NovaWizardWrapper.SetZoneID;NovaWizardWrapper.TriggerDiagnosticReport;NovaWizardWrapper.ValidateCloudflareCredentials;NovaWizardWrapper.ValidateOAuthToken;NovaWizardWrapper.VerifyWizardPreset,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/nova_wizard.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-PROXY-NODE-ROTATOR-82BE0D19,n/a,HVC-LAB-21-component-nova_proxy,luminet-baseline-d73453f,daemon-labs,proxy node rotator lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/proxy_node_rotator.go,82be0d19cdc33f986c8b88ea2e43a03ee3a7b97d80512ecf4751c7b25230f39e,NewNovaProxy;NovaProxy;NovaProxy.HandleEndpoint;NovaProxy.ProxyChain;NovaProxy.ServeBilingualDashboard,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/proxy_node_rotator.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-PROXY-SETUP-WIZARD-C5259575,n/a,HVC-LAB-21-component-nova_wizard,luminet-baseline-d73453f,daemon-labs,proxy setup wizard lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/proxy_setup_wizard.go,c52595751592c6cca772936e1379ef52e23bac88aa42eb539ee0c14ef9bbafaa,NewNovaWizard;NovaWizard;NovaWizard.AddBypassDomain;NovaWizard.AddLogMessage;NovaWizard.AddProxyRoute;NovaWizard.BindCustomDomainToScript;NovaWizard.ClearBypassDomains;NovaWizard.ClearLogMessages;NovaWizard.ClearProxyRoutes;NovaWizard.ClearStepStatuses;NovaWizard.ConfigureDNSOverride;NovaWizard.DecommissionKVNamespaces;NovaWizard.DecommissionWorkers;NovaWizard.DecrementActiveStep;NovaWizard.DeployConfigurationProfile;NovaWizard.DeployWorkersAndKV;NovaWizard.ExportWizardState;NovaWizard.FetchCloudflareAccounts;NovaWizard.FetchCloudflareZones;NovaWizard.GetAccountID;NovaWizard.GetActiveStep;NovaWizard.GetBypassDomains;NovaWizard.GetDNSOverride;NovaWizard.GetLogMessages;NovaWizard.GetLogMessagesCount;NovaWizard.GetOAuthToken;NovaWizard.GetProxyRoutes;NovaWizard.GetProxyRoutesCount;NovaWizard.GetRoutingMode;NovaWizard.GetStepStatus;NovaWizard.GetStepStatusesCount;NovaWizard.GetTelemetryStatus;NovaWizard.GetTotalSteps;NovaWizard.GetVersion;NovaWizard.GetWizardMetadata;NovaWizard.GetZoneID;NovaWizard.ImportWizardState;NovaWizard.IncrementActiveStep;NovaWizard.IsDomainBypassed;NovaWizard.IsStepCompleted;NovaWizard.RemoveBypassDomain;NovaWizard.RemoveProxyRoute;NovaWizard.ResetWizardPreset;NovaWizard.RunStep;NovaWizard.SetAccountID;NovaWizard.SetActiveStep;NovaWizard.SetOAuthToken;NovaWizard.SetRoutingMode;NovaWizard.SetStepStatus;NovaWizard.SetTelemetryStatus;NovaWizard.SetVersion;NovaWizard.SetZoneID;NovaWizard.SuggestNames;NovaWizard.TriggerDiagnosticReport;NovaWizard.ValidateCloudflareCredentials;NovaWizard.ValidateOAuthToken;NovaWizard.VerifyWizardPreset,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/proxy_setup_wizard.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
